CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
1;CH;71933;A;6;0;;2.23777;1.04258;0.29804;Azul;85;
2;CH;71990;B;19;0;;1.35599;1.23358;0.23895;Azul;85;
3;CH;73431;A;17;0;;1.58426;1.26006;0.19016;Azul;85;
4;CH;58249;B;26;0;;1.87124;-0.40493;0.17401;Azul;85;
5;CH;73854;D;27;0;;0.4083;1.46209;0.02447;Azul;85;
6;CH;73858;A;26;0;;1.1977;1.28057;0.14723;Azul;85;
7;CH;71987;C;16;0;;2.485;1.45898;0.18958;Azul;85;
8;CH;73852;B;30;0;;1.30894;1.93513;0.25936;Azul;85;
9;CH;72681;A;9;0;;2.75163;0.48518;0.21916;Azul;85;
10;CH;70789;E;17;0;;2.03677;0.32474;0.22152;Azul;85;
11;CH;71165;B;18;0;;1.95978;-0.28047;0.15433;Azul;85;
12;CH;73636;C;28;0;;1.4497;2.75231;0.08528;Azul;85;
13;CH;58951;C;8;0;;1.19627;2.01448;0.23469;Azul;85;
14;CH;73807;C;29;0;;2.69961;1.95426;0.12663;Azul;85;
15;CH;72403;B;29;0;;1.51697;2.25613;0.20476;Azul;85;
16;CH;58263;E;11;0;;1.69144;1.19262;0.10864;Azul;85;
17;CH;71319;A;18;0;;2.27333;1.10434;0.22374;Azul;85;
18;CH;72046;B;11;0;;2.00942;3.12945;0.10072;Azul;85;
19;CH;57779;C;5;0;;1.16823;1.8229;0.2094;Azul;85;
20;CH;70759;C;2;0;;2.88413;0.16023;0.22054;Azul;85;
21;CH;71954;A;5;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Azul;85;
22;CH;73447;D;14;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Azul;85;
23;CH;72699;B;25;0;;0.90062;1.10916;0.18432;Azul;85;
24;CH;72636;B;1;0;;2.14874;1.31672;0.20651;Azul;85;
25;CH;58553;C;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Azul;85;
26;CH;71256;C;4;0;;2.85188;2.23152;0.14467;Azul;85;
27;CH;71797;D;1;0;;1.97319;1.22785;0.15755;Azul;85;
28;CH;70981;E;10;0;;0.83586;1.0247;0.06118;Azul;85;
29;CH;71003;C;14;0;;0.99691;1.01416;0.03653;Azul;85;
30;CH;72620;E;12;0;;2.06397;0.96543;0.25849;Azul;85;
31;CH;58085;E;13;0;;1.73031;2.82836;0.11003;Azul;85;
32;CH;72239;D;22;0;;1.68348;1.08266;0.21502;Azul;85;
33;CH;70778;B;15;0;;2.60367;1.43022;0.14565;Azul;85;
34;CH;73334;E;24;0;;0.97806;2.69642;0.15667;Azul;85;
35;CH;70736;D;22;0;;1.56506;0.43448;0.14019;Azul;85;
36;CH;73132;B;16;0;;0.83885;0.31366;0.17272;Azul;85;
37;CH;58919;A;21;0;;0.98999;-1.26778;0.23087;Azul;85;
38;CH;73479;E;28;0;;1.84306;2.37817;0.15423;Azul;85;
39;CH;72915;A;23;0;;0.66322;0.29156;0.00915;Azul;85;
40;CH;70957;E;22;0;;1.09704;0.59484;0.03643;Azul;85;
41;CH;72105;D;3;0;;2.71121;0.95518;0.12189;Azul;85;
42;CH;73455;E;12;0;;1.98593;0.76952;0.21166;Azul;85;
43;CH;70983;C;20;0;;2.22541;0.50828;0.18564;Azul;85;
44;CH;71968;D;23;0;;2.17448;1.00289;0.18746;Azul;85;
45;CH;70695;D;24;0;;1.79698;1.72528;0.26503;Azul;85;
1;CH;71990;B;19;0;;1.35599;1.23358;0.23895;Amarelo;86;
2;CH;71933;A;6;0;;2.23777;1.04258;0.29804;Amarelo;86;
3;CH;73431;A;17;0;;1.58426;1.26006;0.19016;Amarelo;86;
4;CH;58249;B;26;0;;1.87124;-0.40493;0.17401;Amarelo;86;
5;CH;73858;A;26;0;;1.1977;1.28057;0.14723;Amarelo;86;
6;CH;73854;D;27;0;;0.4083;1.46209;0.02447;Amarelo;86;
7;CH;71987;C;16;0;;2.485;1.45898;0.18958;Amarelo;86;
8;CH;71165;B;18;0;;1.95978;-0.28047;0.15433;Amarelo;86;
9;CH;72681;A;9;0;;2.75163;0.48518;0.21916;Amarelo;86;
10;CH;73636;C;28;0;;1.4497;2.75231;0.08528;Amarelo;86;
11;CH;73852;B;30;0;;1.30894;1.93513;0.25936;Amarelo;86;
12;CH;70789;E;17;0;;2.03677;0.32474;0.22152;Amarelo;86;
13;CH;58951;C;8;0;;1.19627;2.01448;0.23469;Amarelo;86;
14;CH;71319;A;18;0;;2.27333;1.10434;0.22374;Amarelo;86;
15;CH;73807;C;29;0;;2.69961;1.95426;0.12663;Amarelo;86;
16;CH;58263;E;11;0;;1.69144;1.19262;0.10864;Amarelo;86;
17;CH;72046;B;11;0;;2.00942;3.12945;0.10072;Amarelo;86;
18;CH;72403;B;29;0;;1.51697;2.25613;0.20476;Amarelo;86;
19;CH;57779;C;5;0;;1.16823;1.8229;0.2094;Amarelo;86;
20;CH;71256;C;4;0;;2.85188;2.23152;0.14467;Amarelo;86;
21;CH;72699;B;25;0;;0.90062;1.10916;0.18432;Amarelo;86;
22;CH;73447;D;14;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Amarelo;86;
23;CH;70759;C;2;0;;2.88413;0.16023;0.22054;Amarelo;86;
24;CH;71954;A;5;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Amarelo;86;
25;CH;58553;C;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Amarelo;86;
26;CH;71797;D;1;0;;1.97319;1.22785;0.15755;Amarelo;86;
27;CH;71003;C;14;0;;0.99691;1.01416;0.03653;Amarelo;86;
28;CH;72620;E;12;0;;2.06397;0.96543;0.25849;Amarelo;86;
29;CH;72636;B;1;0;;2.14874;1.31672;0.20651;Amarelo;86;
30;CH;72105;D;3;0;;2.71121;0.95518;0.12189;Amarelo;86;
31;CH;58085;E;13;0;;1.73031;2.82836;0.11003;Amarelo;86;
32;CH;72239;D;22;0;;1.68348;1.08266;0.21502;Amarelo;86;
33;CH;70778;B;15;0;;2.60367;1.43022;0.14565;Amarelo;86;
34;CH;73334;E;24;0;;0.97806;2.69642;0.15667;Amarelo;86;
35;CH;70981;E;10;0;;0.83586;1.0247;0.06118;Amarelo;86;
36;CH;73479;E;28;0;;1.84306;2.37817;0.15423;Amarelo;86;
37;CH;58919;A;21;0;;0.98999;-1.26778;0.23087;Amarelo;86;
38;CH;70736;D;22;0;;1.56506;0.43448;0.14019;Amarelo;86;
39;CH;73132;B;16;0;;0.83885;0.31366;0.17272;Amarelo;86;
40;CH;70957;E;22;0;;1.09704;0.59484;0.03643;Amarelo;86;
41;CH;72915;A;23;0;;0.66322;0.29156;0.00915;Amarelo;86;
42;CH;73455;E;12;0;;1.98593;0.76952;0.21166;Amarelo;86;
43;CH;70983;C;20;0;;2.22541;0.50828;0.18564;Amarelo;86;
44;CH;70695;D;24;0;;1.79698;1.72528;0.26503;Amarelo;86;
45;CH;71968;D;23;0;;2.17448;1.00289;0.18746;Amarelo;86;
1;CH;71933;A;6;0;;2.23777;1.04258;0.29804;Branco;87;
2;CH;73431;A;17;0;;1.58426;1.26006;0.19016;Branco;87;
3;CH;71990;B;19;0;;1.35599;1.23358;0.23895;Branco;87;
4;CH;58249;B;26;0;;1.87124;-0.40493;0.17401;Branco;87;
5;CH;73854;D;27;0;;0.4083;1.46209;0.02447;Branco;87;
6;CH;73858;A;26;0;;1.1977;1.28057;0.14723;Branco;87;
7;CH;71987;C;16;0;;2.485;1.45898;0.18958;Branco;87;
8;CH;71165;B;18;0;;1.95978;-0.28047;0.15433;Branco;87;
9;CH;73636;C;28;0;;1.4497;2.75231;0.08528;Branco;87;
10;CH;72681;A;9;0;;2.75163;0.48518;0.21916;Branco;87;
11;CH;73852;B;30;0;;1.30894;1.93513;0.25936;Branco;87;
12;CH;70789;E;17;0;;2.03677;0.32474;0.22152;Branco;87;
13;CH;58951;C;8;0;;1.19627;2.01448;0.23469;Branco;87;
14;CH;73807;C;29;0;;2.69961;1.95426;0.12663;Branco;87;
15;CH;72403;B;29;0;;1.51697;2.25613;0.20476;Branco;87;
16;CH;58263;E;11;0;;1.69144;1.19262;0.10864;Branco;87;
17;CH;72046;B;11;0;;2.00942;3.12945;0.10072;Branco;87;
18;CH;71319;A;18;0;;2.27333;1.10434;0.22374;Branco;87;
19;CH;57779;C;5;0;;1.16823;1.8229;0.2094;Branco;87;
20;CH;71954;A;5;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;87;
21;CH;70759;C;2;0;;2.88413;0.16023;0.22054;Branco;87;
22;CH;73447;D;14;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;87;
23;CH;72636;B;1;0;;2.14874;1.31672;0.20651;Branco;87;
24;CH;72699;B;25;0;;0.90062;1.10916;0.18432;Branco;87;
25;CH;58553;C;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;87;
26;CH;71256;C;4;0;;2.85188;2.23152;0.14467;Branco;87;
27;CH;70981;E;10;0;;0.83586;1.0247;0.06118;Branco;87;
28;CH;71797;D;1;0;;1.97319;1.22785;0.15755;Branco;87;
29;CH;72620;E;12;0;;2.06397;0.96543;0.25849;Branco;87;
30;CH;71003;C;14;0;;0.99691;1.01416;0.03653;Branco;87;
31;CH;58085;E;13;0;;1.73031;2.82836;0.11003;Branco;87;
32;CH;70778;B;15;0;;2.60367;1.43022;0.14565;Branco;87;
33;CH;70736;D;22;0;;1.56506;0.43448;0.14019;Branco;87;
34;CH;73334;E;24;0;;0.97806;2.69642;0.15667;Branco;87;
35;CH;72239;D;22;0;;1.68348;1.08266;0.21502;Branco;87;
36;CH;72915;A;23;0;;0.66322;0.29156;0.00915;Branco;87;
37;CH;58919;A;21;0;;0.98999;-1.26778;0.23087;Branco;87;
38;CH;73132;B;16;0;;0.83885;0.31366;0.17272;Branco;87;
39;CH;73479;E;28;0;;1.84306;2.37817;0.15423;Branco;87;
40;CH;70957;E;22;0;;1.09704;0.59484;0.03643;Branco;87;
41;CH;71968;D;23;0;;2.17448;1.00289;0.18746;Branco;87;
42;CH;72105;D;3;0;;2.71121;0.95518;0.12189;Branco;87;
43;CH;70983;C;20;0;;2.22541;0.50828;0.18564;Branco;87;
44;CH;73455;E;12;0;;1.98593;0.76952;0.21166;Branco;87;
45;CH;70695;D;24;0;;1.79698;1.72528;0.26503;Branco;87;
1;CH;73431;A;17;0;;1.58426;1.26006;0.19016;Rosa;88;
2;CH;71933;A;6;0;;2.23777;1.04258;0.29804;Rosa;88;
3;CH;71990;B;19;0;;1.35599;1.23358;0.23895;Rosa;88;
4;CH;58249;B;26;0;;1.87124;-0.40493;0.17401;Rosa;88;
5;CH;71165;B;18;0;;1.95978;-0.28047;0.15433;Rosa;88;
6;CH;73636;C;28;0;;1.4497;2.75231;0.08528;Rosa;88;
7;CH;71987;C;16;0;;2.485;1.45898;0.18958;Rosa;88;
8;CH;73852;B;30;0;;1.30894;1.93513;0.25936;Rosa;88;
9;CH;73854;D;27;0;;0.4083;1.46209;0.02447;Rosa;88;
10;CH;73858;A;26;0;;1.1977;1.28057;0.14723;Rosa;88;
11;CH;70789;E;17;0;;2.03677;0.32474;0.22152;Rosa;88;
12;CH;72681;A;9;0;;2.75163;0.48518;0.21916;Rosa;88;
13;CH;58951;C;8;0;;1.19627;2.01448;0.23469;Rosa;88;
14;CH;72403;B;29;0;;1.51697;2.25613;0.20476;Rosa;88;
15;CH;73807;C;29;0;;2.69961;1.95426;0.12663;Rosa;88;
16;CH;58263;E;11;0;;1.69144;1.19262;0.10864;Rosa;88;
17;CH;71319;A;18;0;;2.27333;1.10434;0.22374;Rosa;88;
18;CH;72046;B;11;0;;2.00942;3.12945;0.10072;Rosa;88;
19;CH;57779;C;5;0;;1.16823;1.8229;0.2094;Rosa;88;
20;CH;70759;C;2;0;;2.88413;0.16023;0.22054;Rosa;88;
21;CH;72699;B;25;0;;0.90062;1.10916;0.18432;Rosa;88;
22;CH;73447;D;14;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;88;
23;CH;71954;A;5;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;88;
24;CH;71256;C;4;0;;2.85188;2.23152;0.14467;Rosa;88;
25;CH;58553;C;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Rosa;88;
26;CH;72636;B;1;0;;2.14874;1.31672;0.20651;Rosa;88;
27;CH;72620;E;12;0;;2.06397;0.96543;0.25849;Rosa;88;
28;CH;71003;C;14;0;;0.99691;1.01416;0.03653;Rosa;88;
29;CH;71797;D;1;0;;1.97319;1.22785;0.15755;Rosa;88;
30;CH;70981;E;10;0;;0.83586;1.0247;0.06118;Rosa;88;
31;CH;58085;E;13;0;;1.73031;2.82836;0.11003;Rosa;88;
32;CH;70778;B;15;0;;2.60367;1.43022;0.14565;Rosa;88;
33;CH;72239;D;22;0;;1.68348;1.08266;0.21502;Rosa;88;
34;CH;73334;E;24;0;;0.97806;2.69642;0.15667;Rosa;88;
35;CH;70736;D;22;0;;1.56506;0.43448;0.14019;Rosa;88;
36;CH;73132;B;16;0;;0.83885;0.31366;0.17272;Rosa;88;
37;CH;58919;A;21;0;;0.98999;-1.26778;0.23087;Rosa;88;
38;CH;72915;A;23;0;;0.66322;0.29156;0.00915;Rosa;88;
39;CH;73479;E;28;0;;1.84306;2.37817;0.15423;Rosa;88;
40;CH;70957;E;22;0;;1.09704;0.59484;0.03643;Rosa;88;
41;CH;73455;E;12;0;;1.98593;0.76952;0.21166;Rosa;88;
42;CH;70695;D;24;0;;1.79698;1.72528;0.26503;Rosa;88;
43;CH;70983;C;20;0;;2.22541;0.50828;0.18564;Rosa;88;
44;CH;71968;D;23;0;;2.17448;1.00289;0.18746;Rosa;88;
45;CH;72105;D;3;0;;2.71121;0.95518;0.12189;Rosa;88;
1;CH;70996;B;;0;;2.05843;-1.00956;0.134;Azul;101;
2;CH;71134;A;;0;;1.69469;0.721;0.40016;Azul;101;
3;CH;70505;A;;0;;1.594;-0.72724;0.17136;Azul;101;
4;CH;71148;B;;0;;1.89384;0.62108;0.16081;Azul;101;
5;CH;70188;D;;0;;1.2081;-0.24497;0.1433;Azul;101;
6;CH;73091;E;;0;;1.28812;0.02653;0.08588;Azul;101;
7;CH;58040;A;;0;;1.78851;-0.05176;0.14161;Azul;101;
8;CH;71321;B;;0;;0.9479;0.18538;0.11688;Azul;101;
9;CH;73523;D;;0;;1.89805;-0.10533;0.15658;Azul;101;
10;CH;71166;A;;0;;1.0144;2.27766;0.27842;Azul;101;
11;CH;73460;C;;0;;1.44413;0.08864;0.43703;Azul;101;
12;CH;73492;C;;0;;1.56736;0.18401;0.14218;Azul;101;
13;CH;72577;C;;0;;2.63316;1.36993;0.23043;Azul;101;
14;CH;70661;A;;0;;1.40644;0.12632;0.09585;Azul;101;
15;CH;72961;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Azul;101;
16;CH;71588;A;;0;;2.55516;0.13706;0.17479;Azul;101;
17;CH;72917;B;;0;;2.95907;0.87062;0.13398;Azul;101;
18;CH;72513;E;;0;;2.68061;2.48757;0.40042;Azul;101;
19;CH;70718;C;;0;;1.23278;1.86876;0.18076;Azul;101;
20;CH;72000;E;;0;;1.00898;0.66168;0.14298;Azul;101;
21;CH;71985;B;;0;;2.02333;2.8939;0.09482;Azul;101;
22;CH;58272;E;;0;;1.82359;1.73242;0.14233;Azul;101;
23;CH;72198;B;;0;;2.7572;2.83497;0.19087;Azul;101;
24;CH;73355;E;;0;;1.79058;0.87953;0.16107;Azul;101;
25;CH;57795;B;;0;;1.16602;-0.08119;0.11585;Azul;101;
26;CH;73289;C;;0;;1.73689;1.536;0.20857;Azul;101;
27;CH;73480;A;;0;;0.66144;0.29214;0.17028;Azul;101;
28;CH;72160;B;;0;;2.21476;-0.03262;0.15469;Azul;101;
29;CH;71155;A;;0;;2.03481;1.88671;0.27274;Azul;101;
30;CH;73474;C;;0;;1.82364;2.61981;0.23757;Azul;101;
31;CH;57835;D;;0;;1.27922;0.95159;0.13537;Azul;101;
32;CH;71629;A;;0;;1.16855;1.67942;0.21257;Azul;101;
33;CH;72465;A;;0;;1.86134;0.3581;0.355;Azul;101;
34;CH;73887;D;;0;;0.96039;4.86461;0.25059;Azul;101;
35;CH;70832;C;;0;;1.54585;0.05745;0.30834;Azul;101;
36;CH;73033;D;;0;;1.19282;2.38573;0.2035;Azul;101;
37;CH;71031;B;;0;;1.62868;1.80072;0.11308;Azul;101;
38;CH;72523;C;;0;;1.55309;1.60577;0.17247;Azul;101;
39;CH;73725;D;;0;;2.29613;1.41752;0.22111;Azul;101;
40;CH;70771;B;;0;;1.63786;0.18528;0.18916;Azul;101;
41;CH;71860;B;;0;;0.74005;0.99172;0.1096;Azul;101;
42;CH;72981;E;;0;;0.68953;-0.46163;0.18803;Azul;101;
43;CH;70991;E;;0;;1.71191;0.89172;0.10996;Azul;101;
44;CH;72897;C;;0;;1.03519;1.11004;0.12957;Azul;101;
45;CH;70229;B;;0;;1.79508;1.86106;0.18602;Azul;101;
1;CH;70188;D;;0;;1.2081;-0.24497;0.1433;Amarelo;102;
2;CH;70996;B;;0;;2.05843;-1.00956;0.134;Amarelo;102;
3;CH;71134;A;;0;;1.69469;0.721;0.40016;Amarelo;102;
4;CH;71148;B;;0;;1.89384;0.62108;0.16081;Amarelo;102;
5;CH;70505;A;;0;;1.594;-0.72724;0.17136;Amarelo;102;
6;CH;71166;A;;0;;1.0144;2.27766;0.27842;Amarelo;102;
7;CH;58040;A;;0;;1.78851;-0.05176;0.14161;Amarelo;102;
8;CH;73091;E;;0;;1.28812;0.02653;0.08588;Amarelo;102;
9;CH;71321;B;;0;;0.9479;0.18538;0.11688;Amarelo;102;
10;CH;73523;D;;0;;1.89805;-0.10533;0.15658;Amarelo;102;
11;CH;70661;A;;0;;1.40644;0.12632;0.09585;Amarelo;102;
12;CH;72961;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Amarelo;102;
13;CH;72577;C;;0;;2.63316;1.36993;0.23043;Amarelo;102;
14;CH;73460;C;;0;;1.44413;0.08864;0.43703;Amarelo;102;
15;CH;73492;C;;0;;1.56736;0.18401;0.14218;Amarelo;102;
16;CH;71588;A;;0;;2.55516;0.13706;0.17479;Amarelo;102;
17;CH;72000;E;;0;;1.00898;0.66168;0.14298;Amarelo;102;
18;CH;71985;B;;0;;2.02333;2.8939;0.09482;Amarelo;102;
19;CH;70718;C;;0;;1.23278;1.86876;0.18076;Amarelo;102;
20;CH;72917;B;;0;;2.95907;0.87062;0.13398;Amarelo;102;
21;CH;72513;E;;0;;2.68061;2.48757;0.40042;Amarelo;102;
22;CH;58272;E;;0;;1.82359;1.73242;0.14233;Amarelo;102;
23;CH;73480;A;;0;;0.66144;0.29214;0.17028;Amarelo;102;
24;CH;72198;B;;0;;2.7572;2.83497;0.19087;Amarelo;102;
25;CH;57795;B;;0;;1.16602;-0.08119;0.11585;Amarelo;102;
26;CH;73355;E;;0;;1.79058;0.87953;0.16107;Amarelo;102;
27;CH;73289;C;;0;;1.73689;1.536;0.20857;Amarelo;102;
28;CH;71629;A;;0;;1.16855;1.67942;0.21257;Amarelo;102;
29;CH;72160;B;;0;;2.21476;-0.03262;0.15469;Amarelo;102;
30;CH;71155;A;;0;;2.03481;1.88671;0.27274;Amarelo;102;
31;CH;57835;D;;0;;1.27922;0.95159;0.13537;Amarelo;102;
32;CH;73474;C;;0;;1.82364;2.61981;0.23757;Amarelo;102;
33;CH;72523;C;;0;;1.55309;1.60577;0.17247;Amarelo;102;
34;CH;73887;D;;0;;0.96039;4.86461;0.25059;Amarelo;102;
35;CH;72465;A;;0;;1.86134;0.3581;0.355;Amarelo;102;
36;CH;70832;C;;0;;1.54585;0.05745;0.30834;Amarelo;102;
37;CH;71031;B;;0;;1.62868;1.80072;0.11308;Amarelo;102;
38;CH;73033;D;;0;;1.19282;2.38573;0.2035;Amarelo;102;
39;CH;70229;B;;0;;1.79508;1.86106;0.18602;Amarelo;102;
40;CH;70771;B;;0;;1.63786;0.18528;0.18916;Amarelo;102;
41;CH;73725;D;;0;;2.29613;1.41752;0.22111;Amarelo;102;
42;CH;71860;B;;0;;0.74005;0.99172;0.1096;Amarelo;102;
43;CH;70991;E;;0;;1.71191;0.89172;0.10996;Amarelo;102;
44;CH;72981;E;;0;;0.68953;-0.46163;0.18803;Amarelo;102;
45;CH;72897;C;;0;;1.03519;1.11004;0.12957;Amarelo;102;
1;CH;70505;A;;0;;1.594;-0.72724;0.17136;Branco;103;
2;CH;70188;D;;0;;1.2081;-0.24497;0.1433;Branco;103;
3;CH;70996;B;;0;;2.05843;-1.00956;0.134;Branco;103;
4;CH;71148;B;;0;;1.89384;0.62108;0.16081;Branco;103;
5;CH;71134;A;;0;;1.69469;0.721;0.40016;Branco;103;
6;CH;73523;D;;0;;1.89805;-0.10533;0.15658;Branco;103;
7;CH;58040;A;;0;;1.78851;-0.05176;0.14161;Branco;103;
8;CH;71166;A;;0;;1.0144;2.27766;0.27842;Branco;103;
9;CH;73091;E;;0;;1.28812;0.02653;0.08588;Branco;103;
10;CH;71321;B;;0;;0.9479;0.18538;0.11688;Branco;103;
11;CH;72917;B;;0;;2.95907;0.87062;0.13398;Branco;103;
12;CH;72513;E;;0;;2.68061;2.48757;0.40042;Branco;103;
13;CH;72577;C;;0;;2.63316;1.36993;0.23043;Branco;103;
14;CH;72000;E;;0;;1.00898;0.66168;0.14298;Branco;103;
15;CH;71985;B;;0;;2.02333;2.8939;0.09482;Branco;103;
16;CH;71588;A;;0;;2.55516;0.13706;0.17479;Branco;103;
17;CH;73460;C;;0;;1.44413;0.08864;0.43703;Branco;103;
18;CH;73492;C;;0;;1.56736;0.18401;0.14218;Branco;103;
19;CH;70718;C;;0;;1.23278;1.86876;0.18076;Branco;103;
20;CH;70661;A;;0;;1.40644;0.12632;0.09585;Branco;103;
21;CH;72961;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;103;
22;CH;58272;E;;0;;1.82359;1.73242;0.14233;Branco;103;
23;CH;73289;C;;0;;1.73689;1.536;0.20857;Branco;103;
24;CH;73480;A;;0;;0.66144;0.29214;0.17028;Branco;103;
25;CH;57795;B;;0;;1.16602;-0.08119;0.11585;Branco;103;
26;CH;72198;B;;0;;2.7572;2.83497;0.19087;Branco;103;
27;CH;73355;E;;0;;1.79058;0.87953;0.16107;Branco;103;
28;CH;73474;C;;0;;1.82364;2.61981;0.23757;Branco;103;
